Protein Accession ID,Protein Name and Description,Alignment Length,Start Query,End Query,Start Hit,End Hit,Identity
XP_027406933,ref|XP_027406933.1| histone-lysine N-methyltransferase SETMAR-like [Bos indicus x Bos taurus],351,1,350,203,537,102
XP_019822207,ref|XP_019822207.1| PREDICTED: histone-lysine N-methyltransferase SETMAR-like [Bos indicus],351,1,350,203,537,102
CAF3356555,emb|CAF3356555.1| unnamed protein product [Rotaria sp. Silwood2] >emb|CAF4530954.1| unnamed protein product [Rotaria sp. Silwood2],343,9,350,7,345,100
XP_026475633,ref|XP_026475633.1| histone-lysine N-methyltransferase SETMAR-like [Ctenocephalides felis],339,12,349,1,328,100
UYV76009,gb|UYV76009.1| PGM2 [Cordylochernes scorpioides],335,6,340,5,304,116
UYV75689,gb|UYV75689.1| hypothetical protein LAZ67_13001022 [Cordylochernes scorpioides],356,1,351,147,466,113
UYV75689,gb|UYV75689.1| hypothetical protein LAZ67_13001022 [Cordylochernes scorpioides],165,114,277,1,119,44
CAH1257013,emb|CAH1257013.1| SETMAR [Branchiostoma lanceolatum],238,114,351,1,238,111
KFD53536,gb|KFD53536.1| hypothetical protein M513_05642 [Trichuris suis],340,3,342,6,299,124
XP_065652765,"ref|XP_065652765.1| histone-lysine N-methyltransferase SETMAR-like, partial [Hydra vulgaris]",347,5,350,14,349,109
UYV83498,gb|UYV83498.1| hypothetical protein LAZ67_23001235 [Cordylochernes scorpioides],340,1,339,1,300,107
XP_013129393,ref|XP_013129393.2| uncharacterized protein LOC109194411 [Oreochromis niloticus],345,5,348,156,485,110
CAH2008611,emb|CAH2008611.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1633626.1| Histone-lysine N-methyltransferase SETMAR [Acanthoscelides obtectus],351,1,351,1,311,104
CAF1392730,emb|CAF1392730.1| unnamed protein product [Rotaria sordida] >emb|CAF1621010.1| unnamed protein product [Rotaria sordida],334,1,333,1,329,104
XP_011143624,ref|XP_011143624.2| uncharacterized protein LOC105185666 isoform X1 [Harpegnathos saltator],348,3,350,1,342,126
CAF3424727,emb|CAF3424727.1| unnamed protein product [Rotaria sp. Silwood1] >emb|CAF3900870.1| unnamed protein product [Rotaria sp. Silwood1] >emb|CAF4889559.1| unnamed protein product [Rotaria sp. Silwood1] >emb|CAF5016290.1| unnamed protein product [Rotaria sp. Silwood1],351,1,350,1,346,105
CAH2012489,emb|CAH2012489.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1671614.1| Histone-lysine N-methyltransferase SETMAR [Acanthoscelides obtectus],351,1,351,1,332,101
KAJ0179993,gb|KAJ0179993.1| hypothetical protein K1T71_004584 [Dendrolimus kikuchii],290,7,296,5,294,122
GBP77052,dbj|GBP77052.1| Histone-lysine N-methyltransferase SETMAR [Eumeta japonica],269,2,270,7,275,101
KAG7306553,gb|KAG7306553.1| hypothetical protein JYU34_007917 [Plutella xylostella],314,38,351,1,310,104
XP_037910165,ref|XP_037910165.1| histone-lysine N-methyltransferase SETMAR-like [Hermetia illucens],348,3,349,6,342,102
CAH1962309,emb|CAH1962309.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1646998.1| Histone-lysine N-methyltransferase SETMAR [Acanthoscelides obtectus],295,57,351,5,290,97
AAC16616,gb|AAC16616.1| transposase [Drosophila simulans],350,3,350,6,345,109
KAJ2947585,gb|KAJ2947585.1| hypothetical protein O0L34_g17380 [Tuta absoluta],349,3,350,1,339,108
GFV26888,dbj|GFV26888.1| histone-lysine N-methyltransferase SETMAR [Trichonephila clavipes],258,94,351,1,258,106
UYV79700,gb|UYV79700.1| hypothetical protein LAZ67_18000322 [Cordylochernes scorpioides],351,1,351,1,313,112
CAH1999367,emb|CAH1999367.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1651293.1| Histone-lysine N-methyltransferase SETMAR [Acanthoscelides obtectus],345,7,351,3,313,106
CAH1248084,emb|CAH1248084.1| SETMAR [Branchiostoma lanceolatum],238,114,351,1,238,107
GFU42303,dbj|GFU42303.1| histone-lysine N-methyltransferase SETMAR [Trichonephila clavipes],262,3,262,8,268,110
QRH16698,gb|QRH16698.1| transposase [Mayetiola hordei],348,5,350,10,347,114
PIC48335,gb|PIC48335.1| hypothetical protein B9Z55_007346 [Caenorhabditis nigoni],348,1,348,8,343,106
XP_011880667,ref|XP_011880667.1| PREDICTED: putative uncharacterized protein FLJ37770 [Vollenhovia emeryi],293,1,293,6,295,110
XP_012063671,ref|XP_012063671.1| PREDICTED: histone-lysine N-methyltransferase SETMAR-like [Atta cephalotes],334,18,351,41,334,131
CAH1988540,emb|CAH1988540.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1666284.1| Histone-lysine N-methyltransferase SETMAR [Acanthoscelides obtectus],344,1,344,1,302,94
XP_020754536,ref|XP_020754536.1| histone-lysine N-methyltransferase SETMAR-like [Odocoileus virginianus texanus],351,1,350,203,537,104
AAC16614,gb|AAC16614.1| transposase [Drosophila simulans],350,3,350,6,345,109
XP_014486145,ref|XP_014486145.1| PREDICTED: histone-lysine N-methyltransferase SETMAR-like [Dinoponera quadriceps],350,3,351,1,316,127
XP_065650409,ref|XP_065650409.1| histone-lysine N-methyltransferase SETMAR-like [Hydra vulgaris],340,8,346,8,337,98
CAH1976783,emb|CAH1976783.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1623680.1| Histone-lysine N-methyltransferase SETMAR [Acanthoscelides obtectus],345,1,344,1,314,101
GFO21032,dbj|GFO21032.1| transposase [Plakobranchus ocellatus],354,2,351,5,343,124
UYV72624,gb|UYV72624.1| hypothetical protein LAZ67_10000093 [Cordylochernes scorpioides],266,60,322,50,314,109
GFT37733,dbj|GFT37733.1| histone-lysine N-methyltransferase SETMAR [Trichonephila clavipes],256,95,350,164,419,106
CAH1999396,emb|CAH1999396.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1651323.1| Mariner Mos1 transposase [Acanthoscelides obtectus],339,1,339,1,313,106
UYV80039,gb|UYV80039.1| hypothetical protein LAZ67_18001482 [Cordylochernes scorpioides],347,1,346,1,293,107
UYV80039,gb|UYV80039.1| hypothetical protein LAZ67_18001482 [Cordylochernes scorpioides],44,2,45,432,475,14
CAH2002225,emb|CAH2002225.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1665971.1| Histone-lysine N-methyltransferase SETMAR [Acanthoscelides obtectus],351,1,351,1,313,102
GFW04229,dbj|GFW04229.1| histone-lysine N-methyltransferase SETMAR [Trichonephila clavipes],271,3,272,8,277,107
CAF4176042,emb|CAF4176042.1| unnamed protein product [Rotaria sp. Silwood2],349,4,351,6,332,108
KAG9438146,gb|KAG9438146.1| Ammar1 transposase [Apis mellifera carnica],350,1,349,1,336,107
XP_004208958,ref|XP_004208958.2| histone-lysine N-methyltransferase SETMAR-like [Hydra vulgaris],349,2,349,4,341,100
XP_019887202,ref|XP_019887202.1| LOW QUALITY PROTEIN: histone-lysine N-methyltransferase SETMAR-like [Ooceraea biroi],345,3,346,2,336,99
KAF2368409,gb|KAF2368409.1| Transposase type 1 [Trinorchestia longiramus],351,1,350,1,341,103
KAF2365658,gb|KAF2365658.1| Transposase type 1 [Trinorchestia longiramus],351,1,350,1,341,106
KAF0682166,"gb|KAF0682166.1| histone-lysine N-methyltransferase SETMAR-like, partial [Aphis craccivora]",272,4,275,16,284,109
UYV69455,gb|UYV69455.1| hypothetical protein LAZ67_6003654 [Cordylochernes scorpioides],304,49,351,47,335,108
PSN48688,gb|PSN48688.1| Mariner Mos1 transposase [Blattella germanica],325,1,325,1,325,118
XP_002170964,ref|XP_002170964.3| histone-lysine N-methyltransferase SETMAR-like [Hydra vulgaris],349,2,349,4,341,98
CAF1167681,emb|CAF1167681.1| unnamed protein product [Rotaria sp. Silwood1] >emb|CAF1421555.1| unnamed protein product [Rotaria sp. Silwood1] >emb|CAF1425596.1| unnamed protein product [Rotaria sp. Silwood1],343,9,350,7,345,102
CAG8595225,emb|CAG8595225.1| 24693_t:CDS:2 [Gigaspora margarita],336,16,350,3,334,102
CAF1355378,emb|CAF1355378.1| unnamed protein product [Rotaria sp. Silwood1] >emb|CAF1649056.1| unnamed protein product [Rotaria sp. Silwood1],352,1,351,1,349,108
UYV63271,gb|UYV63271.1| hypothetical protein LAZ67_2003604 [Cordylochernes scorpioides],262,79,339,2,262,100
XP_043504621,ref|XP_043504621.1| histone-lysine N-methyltransferase SETMAR-like [Polistes fuscatus],336,3,337,6,330,98
KAJ1071169,"gb|KAJ1071169.1| hypothetical protein K5549_016184, partial [Capra hircus]",351,1,350,4,338,103
XP_020289890,ref|XP_020289890.1| histone-lysine N-methyltransferase SETMAR-like [Pseudomyrmex gracilis],349,1,348,1,339,108
XP_039312435,ref|XP_039312435.1| protein GVQW3-like [Solenopsis invicta],293,1,293,1,290,108
GFN91428,dbj|GFN91428.1| histone-lysine N-methyltransferase SETMAR [Plakobranchus ocellatus],333,38,351,1,289,109
XP_031601288,ref|XP_031601288.2| uncharacterized protein LOC116324713 [Oreochromis aureus],345,5,348,156,485,111
XP_065645585,ref|XP_065645585.1| histone-lysine N-methyltransferase SETMAR-like [Hydra vulgaris],329,10,337,10,328,98
XP_049272635,ref|XP_049272635.1| protein GVQW3-like [Rhipicephalus sanguineus],266,6,270,5,269,105
CAF3812628,emb|CAF3812628.1| unnamed protein product [Rotaria sp. Silwood1] >emb|CAF5019160.1| unnamed protein product [Rotaria sp. Silwood1],334,1,333,1,331,104
UYV78693,gb|UYV78693.1| hypothetical protein LAZ67_16002432 [Cordylochernes scorpioides],292,5,278,49,339,108
XP_026475517,ref|XP_026475517.1| histone-lysine N-methyltransferase SETMAR-like [Ctenocephalides felis],339,12,349,1,328,99
XP_060780878,ref|XP_060780878.1| histone-lysine N-methyltransferase SETMAR-like [Neoarius graeffei],305,38,341,1,304,106
XP_023211686,ref|XP_023211686.1| histone-lysine N-methyltransferase SETMAR-like [Centruroides sculpturatus],329,21,348,60,378,100
CAK1577891,emb|CAK1577891.1| unnamed protein product [Parnassius mnemosyne],301,6,305,5,304,103
XP_017907051,ref|XP_017907051.1| PREDICTED: histone-lysine N-methyltransferase SETMAR-like isoform X2 [Capra hircus],351,1,350,3,337,103
CAH1956819,emb|CAH1956819.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1672383.1| Mariner Mos1 transposase [Acanthoscelides obtectus],351,1,351,1,321,102
CAF1184070,emb|CAF1184070.1| unnamed protein product [Didymodactylos carnosus] >emb|CAF1221716.1| unnamed protein product [Didymodactylos carnosus] >emb|CAF3948362.1| unnamed protein product [Didymodactylos carnosus] >emb|CAF4029833.1| unnamed protein product [Didymodactylos carnosus],347,5,350,3,346,107
KAJ4434939,gb|KAJ4434939.1| hypothetical protein ANN_23511 [Periplaneta americana],344,2,343,7,317,124
XP_046671287,ref|XP_046671287.1| histone-lysine N-methyltransferase SETMAR-like [Homalodisca vitripennis],281,33,313,44,324,122
GBL84136,dbj|GBL84136.1| Histone-lysine N-methyltransferase SETMAR [Araneus ventricosus],290,63,351,5,293,120
XP_017907040,ref|XP_017907040.1| PREDICTED: histone-lysine N-methyltransferase SETMAR-like isoform X1 [Capra hircus] >gb|XDB47042.1| hypothetical protein ABFV05_000658 [Capra hircus],351,1,350,20,354,103
UYV78553,gb|UYV78553.1| hypothetical protein LAZ67_16001984 [Cordylochernes scorpioides],271,81,350,1,270,102
XP_014091877,ref|XP_014091877.1| protein GVQW3 [Bactrocera oleae],346,5,349,4,328,108
AAC16612,gb|AAC16612.1| transposase [Drosophila simulans],350,3,350,6,345,109
CAF1369743,emb|CAF1369743.1| unnamed protein product [Adineta ricciae],349,1,349,11,344,107
UYV66801,gb|UYV66801.1| hypothetical protein LAZ67_4002890 [Cordylochernes scorpioides],292,47,337,91,381,108
UYV78385,gb|UYV78385.1| hypothetical protein LAZ67_16001145 [Cordylochernes scorpioides],238,114,350,1,237,93
KAH0812561,gb|KAH0812561.1| hypothetical protein GEV33_010232 [Tenebrio molitor],278,18,295,1000,1277,127
AAZ67092,gb|AAZ67092.1| transposase [Adineta vaga],349,1,349,9,342,108
XP_037517890,ref|XP_037517890.1| protein GVQW3-like [Rhipicephalus sanguineus],270,3,271,2,270,105
UYV75166,gb|UYV75166.1| hypothetical protein LAZ67_12002717 [Cordylochernes scorpioides],283,6,287,1,263,111
UYV63554,gb|UYV63554.1| hypothetical protein LAZ67_2004645 [Cordylochernes scorpioides],323,18,340,313,601,118
XP_047345485,ref|XP_047345485.1| LOW QUALITY PROTEIN: histone-lysine N-methyltransferase SETMAR-like [Vespa velutina],351,1,350,1,339,105
KOC58960,"gb|KOC58960.1| Histone-lysine N-methyltransferase SETMAR, partial [Habropoda laboriosa] >gb|KOC67611.1| Histone-lysine N-methyltransferase SETMAR, partial [Habropoda laboriosa]",334,18,350,1,324,102
GFO24449,dbj|GFO24449.1| Iq domain-containing protein h [Plakobranchus ocellatus],300,48,328,511,809,115
XP_037909264,ref|XP_037909264.1| histone-lysine N-methyltransferase SETMAR-like [Hermetia illucens],348,3,349,6,342,102
AAA66077,gb|AAA66077.1| transposase [Mayetiola destructor],348,5,350,10,347,113
EGT48873,gb|EGT48873.1| hypothetical protein CAEBREN_01338 [Caenorhabditis brenneri],352,1,349,1,338,106
KAG7307806,gb|KAG7307806.1| hypothetical protein JYU34_006402 [Plutella xylostella],349,3,350,27,365,108
CAH1976578,emb|CAH1976578.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1671653.1| Histone-lysine N-methyltransferase SETMAR [Acanthoscelides obtectus],351,1,351,1,316,105
CAH1963210,emb|CAH1963210.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1663963.1| Histone-lysine N-methyltransferase SETMAR [Acanthoscelides obtectus],351,1,351,1,311,96
CAF1567657,emb|CAF1567657.1| unnamed protein product [Didymodactylos carnosus] >emb|CAF4430129.1| unnamed protein product [Didymodactylos carnosus],349,1,349,1,337,109
XP_035225573,ref|XP_035225573.1| histone-lysine N-methyltransferase SETMAR-like [Stegodyphus dumicola],247,105,351,2,248,105
CAF1355109,emb|CAF1355109.1| unnamed protein product [Rotaria sp. Silwood1] >emb|CAF1649121.1| unnamed protein product [Rotaria sp. Silwood1],344,9,350,7,345,104
UYV66273,gb|UYV66273.1| hypothetical protein LAZ67_4001141 [Cordylochernes scorpioides],310,43,351,16,309,107
XP_042093180,ref|XP_042093180.1| histone-lysine N-methyltransferase SETMAR [Ovis aries],351,1,350,30,364,101
GBP52110,dbj|GBP52110.1| Mariner Mos1 transposase [Eumeta japonica],350,2,351,7,299,111
CAH1958820,emb|CAH1958820.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1668059.1| Histone-lysine N-methyltransferase SETMAR [Acanthoscelides obtectus],351,1,351,1,305,101
KFD67837,gb|KFD67837.1| hypothetical protein M514_19920 [Trichuris suis],281,5,284,8,288,114
4U7B_A,"pdb|4U7B|A Chain A, Mariner Mos1 transposase [Drosophila mauritiana] >pdb|4U7B|B Chain B, Mariner Mos1 transposase [Drosophila mauritiana] >pdb|4U7B|G Chain G, Mariner Mos1 transposase [Drosophila mauritiana]",350,3,350,3,342,109
CAH1989497,emb|CAH1989497.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1638302.1| Histone-lysine N-methyltransferase SETMAR [Acanthoscelides obtectus],323,11,333,38,342,95
UYV77592,gb|UYV77592.1| hypothetical protein LAZ67_15001650 [Cordylochernes scorpioides],345,2,345,7,326,114
UYV77592,gb|UYV77592.1| hypothetical protein LAZ67_15001650 [Cordylochernes scorpioides],107,5,111,352,458,45
CAK1587090,emb|CAK1587090.1| unnamed protein product [Parnassius mnemosyne],284,3,286,1,284,122
GFR66045,dbj|GFR66045.1| histone-lysine N-methyltransferase SETMAR [Elysia marginata],279,73,351,1,278,117
AAZ67091,gb|AAZ67091.1| transposase [Adineta vaga],349,1,349,9,342,106
XP_047524613,ref|XP_047524613.1| histone-lysine N-methyltransferase SETMAR-like [Pieris napi],347,3,348,1,337,110
KFD66830,gb|KFD66830.1| hypothetical protein M514_20974 [Trichuris suis],339,8,340,69,405,180
KAJ4444812,gb|KAJ4444812.1| hypothetical protein ANN_06609 [Periplaneta americana],292,64,350,208,499,118
QRH16692,gb|QRH16692.1| transposase [Mayetiola destructor],348,5,350,10,347,113
UYV69145,gb|UYV69145.1| hypothetical protein LAZ67_6002586 [Cordylochernes scorpioides],301,52,351,93,392,107
XP_065650315,ref|XP_065650315.1| histone-lysine N-methyltransferase SETMAR-like [Hydra vulgaris],332,21,351,6,327,98
UYV61153,gb|UYV61153.1| PGBD5 [Cordylochernes scorpioides],266,49,313,1,265,114
KFD47909,gb|KFD47909.1| hypothetical protein M513_11200 [Trichuris suis],282,3,284,6,287,116
XP_012561047,ref|XP_012561047.2| histone-lysine N-methyltransferase SETMAR-like [Hydra vulgaris],349,2,349,4,341,97
KAG5322949,"gb|KAG5322949.1| MOS1T transposase, partial [Pseudoatta argentina]",351,2,349,5,334,119
XP_011052945,ref|XP_011052945.1| PREDICTED: histone-lysine N-methyltransferase SETMAR-like [Acromyrmex echinatior],350,1,349,1,338,113
KAJ7344747,gb|KAJ7344747.1| hypothetical protein JRQ81_000697 [Phrynocephalus forsythii],323,29,351,1,314,112
UYV77810,gb|UYV77810.1| hypothetical protein LAZ67_15002383 [Cordylochernes scorpioides],291,49,339,259,545,105
UYV77810,gb|UYV77810.1| hypothetical protein LAZ67_15002383 [Cordylochernes scorpioides],238,114,350,1,237,95
GFX72220,dbj|GFX72220.1| histone-lysine N-methyltransferase SETMAR [Trichonephila clavipes],280,44,323,25,303,116
XP_066903996,ref|XP_066903996.1| histone-lysine N-methyltransferase SETMAR-like [Halyomorpha halys],352,1,351,21,362,110
CAD5223901,emb|CAD5223901.1| unnamed protein product [Bursaphelenchus okinawaensis] >emb|CAD5229203.1| unnamed protein product [Bursaphelenchus okinawaensis] >emb|CAG9119097.1| unnamed protein product [Bursaphelenchus okinawaensis] >emb|CAG9126004.1| unnamed protein product [Bursaphelenchus okinawaensis],351,1,350,1,335,101
CAF3012888,"emb|CAF3012888.1| unnamed protein product, partial [Rotaria sp. Silwood2]",333,19,350,8,337,103
CAF0903686,emb|CAF0903686.1| unnamed protein product [Rotaria sordida] >emb|CAF1534394.1| unnamed protein product [Rotaria sordida],347,5,350,3,316,114
UYV67655,gb|UYV67655.1| hypothetical protein LAZ67_5001500 [Cordylochernes scorpioides],324,28,350,1,265,115
UYV67655,gb|UYV67655.1| hypothetical protein LAZ67_5001500 [Cordylochernes scorpioides],136,60,195,481,614,49
UYV67655,gb|UYV67655.1| hypothetical protein LAZ67_5001500 [Cordylochernes scorpioides],68,278,345,619,686,28
KFD67992,gb|KFD67992.1| hypothetical protein M514_19869 [Trichuris suis],282,3,284,6,286,116
AAK54758,gb|AAK54758.1| mariner-like transposase [Musca domestica],351,3,351,6,346,110
XP_062582211,ref|XP_062582211.1| histone-lysine N-methyltransferase SETMAR-like [Saccostrea cucullata],346,1,342,1,346,113
XP_035744177,ref|XP_035744177.1| histone-lysine N-methyltransferase SETMAR-like [Vespa mandarinia] >ref|XP_035744178.1| histone-lysine N-methyltransferase SETMAR-like [Vespa mandarinia] >ref|XP_035744179.1| histone-lysine N-methyltransferase SETMAR-like [Vespa mandarinia] >ref|XP_035744180.1| histone-lysine N-methyltransferase SETMAR-like [Vespa mandarinia],347,3,348,2,328,111
CDJ98247,emb|CDJ98247.1| Transposase domain containing protein [Haemonchus contortus],347,3,349,7,341,107
CAF1530344,"emb|CAF1530344.1| unnamed protein product, partial [Rotaria sp. Silwood1] >emb|CAF1689568.1| unnamed protein product, partial [Rotaria sp. Silwood1]",343,10,350,1,338,101
PNF14324,gb|PNF14324.1| Mariner Mos1 transposase [Cryptotermes secundus],348,4,350,3,348,112
KAG9428478,gb|KAG9428478.1| Ammar1 transposase [Apis mellifera carnica],348,1,347,1,337,111
UYV72519,gb|UYV72519.1| hypothetical protein LAZ67_9003524 [Cordylochernes scorpioides],340,1,339,1,286,109
XP_033364455,ref|XP_033364455.1| histone-lysine N-methyltransferase SETMAR-like [Bombus vosnesenskii],350,1,349,1,340,106
XP_054162393,ref|XP_054162393.1| histone-lysine N-methyltransferase SETMAR-like [Oppia nitens],350,1,350,1,344,111
GFN92236,dbj|GFN92236.1| histone-lysine N-methyltransferase SETMAR [Plakobranchus ocellatus],277,4,261,9,285,103
